label,ID,Source,Year,date,ESR number,Clades,Clades_B,tetA,other_AMR_genes,IncF,mobilisable_plasmids,other_conjugative,line
SBV263_plate03|2020.2131147541,SBV263,Bovine,2020,19/03/2020,20ER1202,B,F,1,0,1,1,1,1
SBV265_plate03|2020.30601092896,SBV265,Bovine,2020,22/04/2020,20ER1415,C,H,0,0,1,1,0,1
SBV266_plate03|2020.10928961749,SBV266,Feline,2020,10/02/2020,20ER1431,C,H,0,0,1,1,0,1
SBV267_plate03|2020.00546448087,SBV267,Canine,2020,3/01/2020,20ER1445,C,H,0,0,1,1,0,1
SBV268_plate03|2020.26229508197,SBV268,Bovine,2020,6/04/2020,20ER1483,C,H,0,0,1,1,0,1
SBV269_plate05|2020.34426229508,SBV269,Bovine,2020,6/05/2020,20ER1504,B,D,0,0,1,1,0,1
SBV270_plate04|2020.37431693989,SBV270,Bovine,2020,17/05/2020,20ER1511,B,F,1,0,1,1,1,1
SBV271_plate04|2020.21857923497,SBV271,Bovine,2020,21/03/2020,20ER1545,B,E,0,0,1,1,0,1
SBV272_plate04|2020.03825136612,SBV272,Bovine,2020,15/01/2020,20ER1610,C,H,0,0,1,1,0,1
SBV273_plate04|2020.06557377049,SBV273,Bovine,2020,25/01/2020,20ER1611,B,F,0,0,1,1,0,1
SBV274_plate04|2020.12295081967,SBV274,Bovine,2020,15/02/2020,20ER1612,B,F,1,0,1,1,1,1
SBV275_plate04|2020.15846994536,SBV275,Bovine,2020,28/02/2020,20ER1614,B,F,1,0,1,1,1,1
SBV276_plate04|2020.46448087432,SBV276,Bovine,2020,19/06/2020,20ER1718,B,F,1,0,1,1,2,1
SBV277_plate04|2020.45628415301,SBV277,Bovine,2020,16/06/2020,20ER1736,B,D,0,0,1,1,0,1
SBV278_plate04|2020.53005464481,SBV278,Bovine,2020,13/07/2020,20ER1971,C,H,0,0,1,1,0,1
SBV279_plate04|2020.55191256831,SBV279,Bovine,2020,21/07/2020,20ER2107,C,H,0,0,1,1,0,1
SBV280_plate05|2019.69863013699,SBV280,Bovine,2019,13/09/2019,19ER3744,C,H,0,0,0,2,0,1
SBV281_plate04|2020.63661202186,SBV281,Bovine,2020,21/08/2020,20ER2508,C,H,0,0,1,1,0,1
SBV282_plate04|2020.67213114754,SBV282,Bovine,2020,3/09/2020,20ER2811,C,H,0,0,1,1,0,1
SBV283_plate04|2020.70491803279,SBV283,Bovine,2020,15/09/2020,20ER3016,C,H,1,0,1,0,1,1
SBV284_plate04|2020.72404371585,SBV284,Canine,2020,22/09/2020,20ER3126,B,F,1,0,1,1,1,1
SBV285_plate04|2020.72950819672,SBV285,Bovine,2020,24/09/2020,20ER3131,C,H,0,0,1,1,0,1
SBV286_plate04|2020.7650273224,SBV286,Bovine,2020,7/10/2020,20ER3306,B,G,0,0,1,1,0,1
SBV287_plate04|2020.78961748634,SBV287,Bovine,2020,16/10/2020,20ER3454,C,H,0,0,1,1,0,1
SBV288_plate04|2020.82240437158,SBV288,Bovine,2020,28/10/2020,20ER3594,C,H,0,0,1,0,0,1
SBV289_plate04|2020.84153005464,SBV289,Bovine,2020,4/11/2020,20ER3648,B,G,0,0,1,0,0,1
SBV290_plate04|2020.83879781421,SBV290,Feline,2020,3/11/2020,20ER3679,B,G,0,0,1,1,0,1
SBV291_plate04|2020.87704918033,SBV291,Bovine,2020,17/11/2020,20ER3910,C,H,0,0,1,0,0,1
SBV292_plate04|2020.95355191257,SBV292,Bovine,2020,15/12/2020,20ER4115,B,F,0,0,1,1,0,1
SBV293_plate04|2020.97540983607,SBV293,Human,2021,23/12/2020,21ER0011,C,H,0,0,1,1,0,1
SBV294_plate04|2020.97267759563,SBV294,Human,2021,22/12/2020,21ER0095,C,H,0,0,1,0,0,1
SBV295_plate04|2021.01369863014,SBV295,Human,2021,6/01/2021,21ER0171,B,F,1,0,1,1,1,1
SBV296_plate04|2021.02739726027,SBV296,Human,2021,11/01/2021,21ER0173,C,H,0,0,1,1,0,1
SBV297_plate04|2020.99453551913,SBV297,Human,2021,30/12/2020,21ER0247,C,H,0,0,1,1,0,1
SBV298_plate04|2021.12328767123,SBV298,Human,2021,15/02/2021,21ER0584,C,H,0,0,1,1,1,1
SBV299_plate04|2021.44383561644,SBV299,Human,2021,12/06/2021,21ER2065,C,H,0,0,1,0,0,1
SBV300_plate04|2021.00547945205,SBV300,Human,2021,3/01/2021,21ER0801,C,H,0,0,1,0,0,1
SBV301_plate04|2021.19726027397,SBV301,Human,2021,14/03/2021,21ER0878,B,G,0,0,1,0,0,1
SBV302_plate04|2021.30684931507,SBV302,Human,2021,23/04/2021,21ER1414,C,H,0,0,1,1,0,1
SBV305_plate04|2021.46849315068,SBV305,Human,2021,21/06/2021,21ER2186,B,D,0,0,1,1,0,1
SBV306_plate04|2021.95616438356,SBV306,Human,2021,16/12/2021,21ER4541,B,G,0,0,1,1,1,1
SBV307_plate04|2021.0301369863,SBV307,Bovine,2021,12/01/2021,21ER0197,B,G,0,0,1,1,0,1
SBV308_plate04|2021.13424657534,SBV308,Bovine,2021,19/02/2021,21ER0609,C,H,0,0,1,1,0,1
SBV310_plate04|2021.31780821918,SBV310,Bovine,2021,27/04/2021,21ER1459,B,G,0,0,1,1,0,1
SBV311_plate04|2021.33424657534,SBV311,Bovine,2021,3/05/2021,21ER1605,B,D,0,0,1,1,0,1
SBV312_plate04|2021.37808219178,SBV312,Bovine,2021,19/05/2021,21ER1746,B,G,0,0,1,0,0,1
SBV313_plate04|2021.44657534247,SBV313,Canine,2021,13/06/2021,21ER2047,A,C,0,0,0,0,0,1
SBV314_plate04|2021.44931506849,SBV314,Bovine,2021,14/06/2021,21ER2111,B,E,0,0,1,1,0,1
SBV315_plate04|2021.47397260274,SBV315,Bovine,2021,23/06/2021,21ER2188,C,H,1,1,1,1,1,1
SBV316_plate04|2021.48767123288,SBV316,Bovine,2021,28/06/2021,21ER2264,B,F,0,0,1,1,0,1
SBV317_plate04|2021.49589041096,SBV317,Bovine,2021,1/07/2021,21ER2281,C,H,0,0,1,1,0,1
SBV318_plate04|2021.4904109589,SBV318,Ovine,2021,29/06/2021,21ER2301,B,E,0,0,1,1,0,1
SBV319_plate04|2021.46849315068,SBV319,Porcine,2021,21/06/2021,21ER2376,B,F,1,0,1,1,1,1
SBV320_plate04|2021.42739726027,SBV320,Bovine,2021,6/06/2021,21ER2610,B,E,0,0,1,1,0,1
SBV321_plate04|2021.52602739726,SBV321,Bovine,2021,12/07/2021,21ER2405,C,H,0,0,1,1,0,1
SBV322_plate04|2021.54794520548,SBV322,Bovine,2021,20/07/2021,21ER2615,C,H,0,0,1,1,0,1
SBV323_plate04|2021.60273972603,SBV323,Bovine,2021,9/08/2021,21ER2809,C,H,0,0,1,1,0,1
SBV324_plate04|2021.62191780822,SBV324,Bovine,2021,16/08/2021,21ER2961,C,H,0,0,1,1,0,1
SBV325_plate04|2021.6602739726,SBV325,Bovine,2021,30/08/2021,21ER3189,B,E,0,0,1,1,0,1
SBV326_plate04|2021.67397260274,SBV326,Bovine,2021,4/09/2021,21ER3301,C,H,0,0,1,0,0,1
SBV327_plate04|2021.7095890411,SBV327,Bovine,2021,17/09/2021,21ER3355,B,E,0,0,1,1,0,1
SBV328_plate04|2021.42739726027,SBV328,Bovine,2021,6/06/2021,21ER3387,B,E,0,0,1,1,0,1
SBV329_plate04|2021.74520547945,SBV329,Bovine,2021,30/09/2021,21ER3534,C,H,0,0,1,0,0,1
SBV330_plate04|2021.74794520548,SBV330,Bovine,2021,1/10/2021,21ER3620,B,E,0,0,1,1,0,1
SBV331_plate04|2021.77260273973,SBV331,Bovine,2021,10/10/2021,21ER3743,B,G,0,0,1,1,0,1
SBV332_plate04|2021.81643835616,SBV332,Bovine,2021,26/10/2021,21ER3978,C,H,0,0,1,1,0,1
SBV333_plate04|2021.87123287671,SBV333,Feline,2021,15/11/2021,21ER4208,B,E,0,0,1,1,0,1
SBV334_plate04|2021.8904109589,SBV334,Bovine,2021,22/11/2021,21ER4276,B,G,0,0,1,1,0,1
SBV335_plate04|2021.93424657534,SBV335,Bovine,2021,8/12/2021,21ER4423,B,E,0,0,1,1,0,1
SBV336_plate04|2021.96712328767,SBV336,Bovine,2021,20/12/2021,21ER4510,B,E,0,0,1,1,0,1
SBV337_plate04|2015.6,SBV337,Bovine,2015,8/08/2015,15ER2436,C,H,0,0,1,1,1,1
SBV338_plate04|2021.97808219178,SBV338,Human,2022,24/12/2021,22ER0019,B,G,0,0,1,2,0,1
SBV339_plate04|2021.96164383562,SBV339,Human,2022,18/12/2021,22ER0024,B,F,1,0,1,1,1,1
SBV340_plate04|2021.98356164384,SBV340,Human,2022,26/12/2021,22ER0087,B,F,1,0,1,1,1,1
SBV341_plate04|2022.06301369863,SBV341,Human,2022,24/01/2022,22ER0423,B,G,0,0,1,1,0,1
SBV343_plate04|2022.12328767123,SBV343,Bovine,2022,15/02/2022,22ER0681,B,G,0,0,1,1,0,1
SBV344_plate04|2022.11232876712,SBV344,Human,2022,11/02/2022,22ER0714,C,H,0,0,1,1,0,1
SBV345_plate04|2022.42739726027,SBV345,Feline,2022,6/06/2022,22ER0723,C,H,0,0,1,1,1,1
SBV347_plate04|2022.13698630137,SBV347,Human,2022,20/02/2022,22ER0998,C,H,0,0,1,1,0,1
SBV348_plate04|2022.20273972603,SBV348,Ovine,2022,16/03/2022,22ER1141,C,H,0,0,1,1,0,1
SBV349_plate04|2022.23561643836,SBV349,Human,2022,28/03/2022,22ER1238,B,E,0,0,1,1,0,1
SBV350_plate04|2022.24657534247,SBV350,Human,2022,1/04/2022,22ER1290,B,D,0,0,1,1,0,1
SBV351_plate04|2022.2602739726,SBV351,Human,2022,6/04/2022,22ER1398,B,F,1,0,1,1,1,1
SBV352_plate04|2022.25753424658,SBV352,Canine,2022,5/04/2022,22ER1418,B,G,0,0,1,1,0,1
SBV353_plate04|2022.27671232877,SBV353,Bovine,2022,12/04/2022,22ER1491,C,H,0,0,1,1,0,1
SBV354_plate04|2022.29589041096,SBV354,Bovine,2022,19/04/2022,22ER1515,B,E,0,0,1,1,0,1
SBV355_plate04|2022.29589041096,SBV355,Equine,2022,19/04/2022,22ER1629,C,H,0,0,1,1,0,1
SBV356_plate04|2022.35616438356,SBV356,Human,2022,11/05/2022,22ER1812,C,H,0,0,1,1,0,1
SBV357_plate04|2022.36164383562,SBV357,Bovine,2022,13/05/2022,22ER1821,C,H,0,0,1,1,0,1
SBV358_plate04|2022.37260273973,SBV358,Bovine,2022,17/05/2022,22ER1892,C,H,0,0,1,1,0,1
SBV359_plate04|2022.41369863014,SBV359,Bovine,2022,1/06/2022,22ER2018,C,H,0,0,1,1,0,1
SBV361_plate04|2022.44657534247,SBV361,Bovine,2022,13/06/2022,22ER2110,C,H,0,0,1,1,0,1
SBV362_plate04|2022.54520547945,SBV362,Bovine,2022,19/07/2022,22ER2478,C,H,0,0,1,1,0,1
SBV363_plate04|2022.55068493151,SBV363,Bovine,2022,21/07/2022,22ER2482,B,G,0,0,1,1,0,1
SBV364_plate04|2022.53150684932,SBV364,Human,2022,14/07/2022,22ER2488,B,G,0,0,1,1,0,1
SBV365_plate04|2022.60547945205,SBV365,Bovine,2022,10/08/2022,22ER2771,C,H,0,0,1,1,0,1
SBV366_plate04|2022.64931506849,SBV366,Bovine,2022,26/08/2022,22ER3000,C,H,0,0,1,1,0,1
SBV367_plate04|2022.67397260274,SBV367,Human,2022,4/09/2022,22ER3166,C,H,0,0,1,1,0,1
SBV368_plate04|2022.68767123288,SBV368,Bovine,2022,9/09/2022,22ER3208,B,G,0,0,1,1,0,1
SBV369_plate04|2022.69863013699,SBV369,Bovine,2022,13/09/2022,22ER3257,C,H,0,0,1,1,0,1
SBV370_plate05|2022.72602739726,SBV370,Canine,2022,23/09/2022,22ER3384,B,G,0,0,1,1,0,1
SBV371_plate05|2022.74794520548,SBV371,Bovine,2022,1/10/2022,22ER3470,B,G,0,0,1,1,0,1
SBV372_plate05|2022.75890410959,SBV372,Human,2022,5/10/2022,22ER3539,C,H,0,0,1,1,0,1
SBV373_plate05|2022.79178082192,SBV373,Bovine,2022,17/10/2022,22ER3719,B,E,0,0,1,1,0,1
SBV374_plate05|2022.82191780822,SBV374,Avian,2022,28/10/2022,22ER3902,B,G,0,0,1,1,0,1
SBV375_plate05|2022.83561643836,SBV375,Bovine,2022,2/11/2022,22ER3903,C,H,0,0,1,1,0,1
SBV376_plate05|2022.42739726027,SBV376,Bovine,2022,6/06/2022,22ER4305,B,G,0,0,0,1,0,1
